customer_msg,brand_reply
when will honor band 3 will again be available at a discounted price wanna buy one but the budget is bit less around 2200 INR,We offer the best possible discounts. The price you currently see is the lowest we are able to offer at this time. ^NS
"#amzl_us Yet again, AMZL leaves deliveries to business addresses until after 5:00PM, when the business is closed. Did the last 1000 times you've delivered here not clue you in? let's try for 1001. You'll get there eventually, you special company, you. https://t.co/yp5R9vYecP",I'm sorry we're missing you! We'd like to gather information about these incidents and make sure it's addressed by our transportation team! Please provide details about your delivery experiences here: https://t.co/6Uyb6y3nQO ^WT
Will there be a price drop later in the month on the PS4 Slim bundles? Wondering when to buy. Or if I buy now you can match late,Thanks for reaching out! You can learn about our price match policy here: https://t.co/rFUR7UmRUq ^MW
This fashionista started a business that supports her community and thrives online. Become an entrepreneur on Amazon: https://t.co/hewfaOK7Gx https://t.co/iOgetJetoO,"Hey. Can you see a link to the universal size guide on the product page in question? If you forward a link to the item, we'll be happy to look into this further for you. ^TP"
I have been trying to get my refund for over a month! Non of your representatives or supervisors have been of any help. They keep saying ill be contacted in 2-3 buissnes days and no body follows through! They keep giving me the run-around! I need assistance!,"Oh no! I'm sorry for the trouble with the order! We want to make sure we’re providing the best solution. Which one of our websites/marketplaces do you use with us? For example, https://t.co/nUUp5MLhYl, https://t.co/ykTUEmdsQA, etc. ^TG"
when should I get my refund back https://t.co/JjSHOzotjC,The standard time frame for refund to appear in bank statement is 3-5 business days. Post that you can reach out to the bank with 'refund reference number' and they will update the same on the bank statement. Do keep us posted. ^CB
I bought something above my budget on amazon.. and this is how they treat my package 😭 https://t.co/ljMG5AiWkA,My team would like to escalate this. Please send us your details with this secure link: https://t.co/tSsGtThUEp ^EP
I ordered something with express delivery and it didn't come because it told me to revise payment methods. reorder - it hapn agn,"Hi Michael, please contact us here for help: https://t.co/JzP7hlA23B ^AT"
pathetic service! Placing an order since 15days and it gets returned for no reason. Refund gets delayed. AMAZON SALE IS A FRAUD,Not something we advocate at any level on orders. I'll be sharing your comments internally to work on .. ^CB
"why more than once has a ""next day"" prime order come a day later than told me at time of order? I would have bought elsewhere",That's definitely not what we want to hear! Have you noticed a trend in the late deliveries? Were they by the same carrier? ^NM
"Thanks @115830 4 months you've had my @115786 One X pre order and you don't even deliver it on launch day, what a joke",Sorry to hear this Chris - what's the latest order status : https://t.co/aaDyEz1VgE ^TD
please can you DM - we’ve tried other channels to sort a problem with my sons account - thank you!,"We'd be happy to DM with you, Leigh! I've enabled private messaging for you below. ^SD https://t.co/1XyLaGkcaN"
"Will NOT be ordering large items from @115821 any more. @118706 “didn’t have room” 4 my delivery, now I’m waiting on a LONG line to pick up. 😡","I'm terribly sorry for the inconvenience! Have you reached out to us with regard to a shipping refund or further options: https://t.co/CYqkdUakWJ? If so, what was offered? ^GM"
just got you two more prime and echo customers my family members loved my echo haha :) even I love it,"Seems like your family is blessed, it keeps growing! ^HA"
Even after being Amazon Prime member some of my orders are being shipped by Indian post and others probably by road transport.,package and the distance it has to travel from our fulfilment centre. (2/2) ^GK
"I had a package that teaching says was delivered, but I never received it. Any chance for help?",I'm sorry for the inconvenience! Have you checked around the delivery area with these tips here: https://t.co/nAXPqjAQkH? ^DW
amazon i paid for 2 day shipping where is my fuckinh package,"I am sorry about the delay! Can you tell us what the estimated delivery date is here: https://t.co/Y5jpI9gRhE Also, please remember that two day shipping refers to the time it takes to ship the package and not for the date ordered, https://t.co/n0xz6jEvkK ^LS"
is the vrv app gonna be available on the firestick anytime?,Hi! I have no information of if or when Viv will be available for the Fire Stick. We encourage you to keep watching the website for new app releases. ^CH
I’m sitting here trying to find merch to buy and what do I stumble on? LOL wow https://t.co/aM0aXkL3Ug ... @AmazonHelp get this down? THIS is why I don’t make fan art much y’all.. FYI you can get it for like 25% this price on red bubble... https://t.co/qn1LnoIeba https://t.co/SRD50gNnnJ,We'd be glad to look into this with you. Have you submitted a Copyright Infringement claim here: https://t.co/cMyMUeX3oI? ^AL
Multi-Channel FBA issue 4478503141 shipment missing since 9/13. Can't process orders from my Website please help.,"To clarify, are you a seller? If so, have you reached out to Seller Support for assistance: https://t.co/ZKrYb7ggOj? ^AF"
can I renew Amazon prime membership for next year @58833 now..??,Prime membership cannot be renewed before the expiry of the previous prime period. ^VG
Got any word on when my next order starts shipping?,Hi. We're not able to view your order details via Twitter. Have we missed the date given in your order confirmation email? ^HC
Please beware of the bluffs. Check SC for consumer harassment. Amazon accepting the fault but buyers are harassed. https://t.co/t0xlnPM48i,don’t provide your details as we consider them to be personal information. Our Twitter page is visible to public. 2/2 ^MK
Status was out for delivery till 10PM. Now it shows I was unreachable. Order no: 402-8755242-1281924. Totally false information. https://t.co/VSbspx8Ljt,"Please don’t provide the order details, we consider it to be personal info. Our Twitter page is visible to public. 2/2 ^MA"
"hello, is Amazon Video completely included with Amazon Prime subscription? All videos, all movies? Thanks #AmazonPrime",Videos and movies listed as Prime are free to watch with an eligible membership. You can also purchase or rent videos. ^EM
my package is now delayed 3 days. Monday it'll be 4. I'm going to short your stock due to continued use of @3375,I'm sorry for the delay! This isn't what we like to see. We can help you leave carrier feedback here: https://t.co/hApLpMlfHN ^DW
"Yes, lost Kindle in paris, and need to access the books and close e-eader. No one can figure this out except start a new email for this?? https://t.co/G81xMzFSuk",I'm sorry! Please give us another chance to look into this with you here: https://t.co/hApLpMlfHN Keep us updated. ^EB
I have an email saying my parcel was put through my letterbox but I've been in all day and it's definitely not come to me.,I'm sorry to hear you don't have your parcel! Here's a link to our Help page for this situation: https://t.co/2KqhDBQZo3 ^BV
tracking says my @115821 package was delivered at 11:39am but it is nowhere to be found and it's impossible to get ahold of a customer service agent on the phone.,I'm sorry your order didn't arrive as expected! Please reach out to us here: https://t.co/hApLpMlfHN so we can help get in touch with the carrier with you. ^AH
"Me: The part of your app where I can apply credit card points is broken @AmazonHelp: I see you're having a credit card issue-call the bank Me: No, your app is broken, here's a screenshot @amazonhelp: Here's the # for the CC company (Repeat 2x) Me: Nevermind Target has diapers too","So sorry for the frustrations! Can you send us the screenshot of the error you are receiving, Elena? We would like to look into this issue for you! You can provide feedback on the agents you had spoken with via the link at the bottom of the emails you received! ^AD"
Had placed order on 5 sep 2017. After 63 days also the team is trying to figure out where order is stuck.@115850,here: https://t.co/beaaDm0muc we'll reach out to you soon. 2/2 ^AP
"Nothing better than the 1st season of @862, loved it. when can we expect season 2 to come in India? @119625",and TV shows we have available. So kindly stay tuned. 2/2 ^EM
Thank you @115821 for having one of the best customer service departments!! Always helpful and very nice!,Aw shucks! You're going to make us blush! 😍 ^MW
"So @AmazonHelp on chat is pretty much the worst. Getting zero help in resolving that the wrong item was sent twice. Only suggestion is to send back for refunds. (Um, duh - but I want the right items.)","I am sorry that you have had this experience with us. Was the item shipped by Amazon or a 3rd party seller? Also, was it the same issue each time you received the wrong item? ^LM"
"... Checked the Amazon app - there was a photo of our box on the porch of a house down the street - with a message claiming *I* had signed for the package. Went to the house, no one was there but luckily the box was. Short version @AmazonHelp -- your delivery person lies",I'm so sorry for the misdelivery! Our team would like to get this looked into. Please send us your details here: https://t.co/GAKnTZRtO6 ^JP
pre-ordered Wolfenstein II for release date delivery. No game delivered. What's the point?,"I'm sorry, Matt, that's frustrating. Did we miss the delivery date promised on Your Orders page? https://t.co/aaDyEz1VgE ^EA"
Send to Kindle seems to be down. Are you guys working on it?,"That shouldn't be the case, Abhijeet. Kindly report this to our Kindle support team, here: https://t.co/tc3VJIYzxn ^MA"
fooling customers with no cost emi option. It's a trap don't buy anything from amazon on emi. Not even bothering to help its customers. #thegreatlooyingfestivatofamazon.,"That's quite a remark, Harshit. Please elaborate your concern for us to assist you. ^SV"
I would love to be able to manage my Subscribe and Save items but the link takes me to this page every time https://t.co/Y3ILQZMsVo,Hmmm... Have you tried accessing your Subscribe and Save from another device or another browser? Please give it a try! ^MJ
paid INR 790 xtra 4 quicker delivery. now it's 4 days late. need refund for the xtra amount paid. Order 403-6143767-8542744. This is very unfair. I am not getting any SMS also regarding the late deliver. very disaapointed.,"Apologies for the delay in your order deliveries. Please call us here: https://t.co/vlvfJr4nN9 &amp; we'll get this sorted. Also, please don't provide your order details, we consider it to be personal info. Our page is visible to the public.^SF"
will the third season of mr robot be available on prime videos along with US?,We haven't made any announcement yet. Please stay tuned for the update. ^HN
literally the 4th way of filing my complaint. @1016 making unauthorized transactions for 2 months now. I need a response,"Hi, please contact https://t.co/RMXGdmhl2d here: https://t.co/5EbuJVNpcq to look into this further. ^JJ"
So Amazon customer service is really terrible now. They placed an unauthorized charge on my account and after 30 mins refused to remove it.,"I'm sorry to hear about the order trouble. Without posting account details, can you tell us more? What insight was given? ^LI"
"Took a day off work for my Xbox One X to arrive. Dispatched at 3:11am, I wait in all day - email at 6:33pm that it's not coming.",I'm sorry about this. Late parcels typically arrive the next day. Please keep us posted when it arrives. ^GR
I forgot to cancel my amazon music. Omg.,"Hello, you can cancel any subscriptions with the link provided:https://t.co/bkhVgPKIj2 ^CR"
closed an order after I reported the item undelivered &amp; not refunded. Guess petty theft from college students is their bus model,I'm sorry! This isn't the experience we want you to have! Have you reached out by phone or chat: https://t.co/hApLpMlfHN? ^WT
your customer support are amazing 😊 don't believe how quick my problem was sorted,That's nice to hear. Glad they were able to help you. ☺️^PK
407-4541572-5114745 there is a qty. mismatch of the order and delivery qty. Ordered qty was 10 pcs and delivered was 5pcs only.,"Please don't provide your order details, as we consider it to be personal info. Our page is visible to the public. 2/2 ^PS"
Hey @AmazonHelp what's up with your website? I'm a prime member who is unable to see deals. Just a dog that says something went wrong.. Smh..,"I'm sorry the website is giving you trouble, Victoria! Have you tried clearing your cache and cookies or using another browser/device? Let us know if that resolves the issue or not. We're here to help! ^TH"
Noticing a disappointing trend the last few months with @115821 where prime packages are taking much longer than 2 days to arrive.,This isn't what we like to see! Are you noticing this trend happen with any certain carrier: https://t.co/Y5jpI9gRhE? ^DW
i ordered apc ups &amp; the product delivered widout Amazon pcking &amp; protection &amp; product is also defective.ur cc refusd to refund https://t.co/T4XuzcQEY7,I'm sorry for the trouble. You can create a replacement here: https://t.co/3yqvLnyTxi ^RW
"Hey @115821 care to explain why i pay for 2 day shipping and its been almost a week since my package was ""delivered""?","Hello Blaine, sorry you have not received your package. We would like to assist! As we do not have access to account information via Twitter, if you could reach out to us here: https://t.co/hApLpMlfHN we will be happy to take a look at what options are available. ^TE"
please help. have a friend's amazon firestick and it's froze on optimising screen and just keeps reloading time after time.,"When your friend has time, have them give us a call. We can look into troubleshooting here: https://t.co/hApLpMlfHN ^EP"
'mention the time' Can't wait to watch it on AMAZON PRIME VIDEO tommorow ✌✌✌ #Arjunreddy @35107,Please stay tuned for the update on this. ^HN
"So many reasons to be reconsider being an @115821 Prime member lately, but man the way they fake free two-day shipping more and more 😑😑",I'm so sorry for the difficulty you've had. Some items aren't able to be shipped immediately. What was the delivery date given in your order confirmation e-mail? ^MH
I ordered this yesterday. It was prime. Why is it coming next week and not tomorrow? https://t.co/PtUwV3ZGBb,"Sorry to see that, when is the order due to be dispatched? ^JJ"
will this actually be here by tommorow? https://t.co/6UsMK1EK2O,"We intend for this to come as stated in your tracking, Hayden! We can deliver up until 8PM. Keep us posted! ^KJ"
sent you a DM regarding a subscription order,"I'm sorry, we haven't received your DM. Can you link us to the handle you messaged? You can DM us using the link below. ^SB https://t.co/1XyLaGkcaN"
"First time ordering through @117795. The package was delivered, but not to me. Thought this was a good idea, never again.",Oh no! I'm sorry your package was delivered to the wrong address! Have you had a chance to contact us via phone or chat? ^AR
absolute cheating guys...u r selling defective products and multiple calls to customer care resulted in u people not being able to find my order details...to hell with amazon... fraud and cheating,I'm sorry to know about the trouble with your defective order. Kindly fill in your details here: https://t.co/GIJyeY99fq and we'll get in touch with you soon. ^PB
How do I request an estimate on something not listed on Amazon Home Services?,"Hi! Thanks for reaching out. To request an estimate, please visit us here: https://t.co/nbYvoAkMPi ^WT"
1 hour deliver time left today. Not convinced this Amazon Prime order will be delivered. https://t.co/SiWyr3R5ID,Please let us know if you don't receive it by 21:00. We're available here: https://t.co/JzP7hlA23B ^LI
just bought a shirt from @115821 and found these pins as a part of packaging #innovative @AmazonHelp .no wonder my shirt has holes https://t.co/6OHQh9ERuc,"I'm sorry about that, we certainly did not expect this to happen. You may request for return from here: https://t.co/dgreAZQ5qf. ^AH"
you over charged me on an item. Your own site shows a 24.22 price &amp; you charged me 29.63 before taxes etc. WTF?!?!? YOUR mistake!,We can look into that for you. Get in touch here: https://t.co/hApLpM3Ejd and we'll be happy to help. ^RS
"has ruin my day, how u pay for a service but can't use it smdh get it together","Hello, I am sorry to hear this. Without sharing personal account details can you share with us what has occurred ? We would love to help if possible. ^CR"
Hey @115850 when is 'sell on local finds' coming to Delhi?,"We do not have any information about it yet, please check the website for any such updates. ^SI"
"Good morning, do you have any information about when will Intel Core i5 8400 CPU be available to buy? Thanks!","Hi, have we provided a rough availability date on the product detail page? All of our most recent availability information would be on there. Which one of our sites are you uisng? Is it https://t.co/xib1YBfkwP of our others?^PJ"
I have provided you with all the info. DO get this done.. EMI has already started.. #PatheticAmazon,Thanks for keeping us posted. We'll review your details and reach out to you soon. ^MS
"6 orders cancelled in the last 2 months because AMZL_US can't get it here within 4 days (forget the 2 days I pay for). Problem has gotten worse as year passes, is there a way I can force my shipping to be UPS or Fedex?",We'd like to make sure this is escalated for you. Please send us your details at this link here: https://t.co/dKjSvFOvtL ^VS
hi can you swe this order for me !! When I order the coffee maker it was in stock! 😢😢💔💔!! 205-2423682-5572332.,"We don't have access to your via Twitter, but we'd like to help! Could you tell us more about the issue that you're having with your order? ^ZW"
can you kindly bring kindle's price in India at par with global prices. Look at the price comparison I saw today. https://t.co/FKbF8Jmq8R,"Our efforts to offer you the lowest price, may result in fluctuations in our prices over time. ^SM (2/2)"
#amazonin #AmazonIndia the order is not delivered to me but it's status on the amazon site is delivered (Order# 408-6053764-2069152). When will i receive my order ?,"That's unusual! We'd like to have a closer look on this. Please contact our support team here: https://t.co/vlvfJr4nN9. Also, please don’t provide your order details as we consider them to be personal information. Our Twitter page is visible to public. ^BS"
Any explanation for this? Read through the restrictions and shouldn’t be a problem. https://t.co/Lo5HbgRUWE,"Hey, Mike! Do you mind sending us a link to the book you're trying to purchase? Thanks! ^DY"
"if I open my unopened costume package in order to get a roughly ~50% discount on a burrito, will I still be able to get that refund?",Thanks for reaching out! Was it shipped by Amazon or a Third-Party Seller? You can see here: https://t.co/Y5jpI9gRhE ^HS
"I had to confirm several times I wanted to cancel my @115821 Prime account, but somehow @115821 signed me up w/o me knowing until today 👀",I'm so sorry! Visit us here: https://t.co/OiwnWcYfVt for more info and directions to cancel your Prime membership. ^TK
#AmazonLogistics UK have become the new #Yodel i.e. totally f**king useless. What’s the point of an online retailer that cannot delivery what you order?,Sorry to hear that. Without giving out personal info can you tell us what happened? ^RS
hi - how do I buy a gift card in the US for Amazon Australia? Ideally send via email?,"I'm sorry, Amazon branded gift cards are not currently available for purchase for/in our Australian marketplace. ^JR"
DO YOU REALLY THINK THIS IS ACCEPTABLE WAY TO DELIVER PARCELS ?!?!?!?!?!?! 🤬🤬🤬😡😡😡 @115830 https://t.co/I5INGXHlYK,"I'm sorry for the condition of your delivery, James. That's not the type of service that we aim to provide. If you could please reach out to us using the following link, we'll be glad to investigate: https://t.co/JzP7hlRCV9 ^FJ"
"ordered something on Sunday, it has been “Out for delivery” since Monday morning but still not arrived","Hi Andy, what delivery date was listed in your order confirmation email? ^TS"
I've just received an email from you saying I need click on a link to get a credit voucher. Is this spam? I can dm a copy.,Doesn't sound like us Tamara - pls use this link for more info : https://t.co/0SSkUeJucf ^TD
I’ve had Amazon Prime for almost two years now and I’m JUST finding out they have a student discount?! Still a student @115821 😩,Hi! Please let us look into this with you and go over options: https://t.co/hApLpMlfHN ^DO
I’m officially at war with @115830 😔,"I'm sorry to hear this. Without posting personal or account information, can you tell us more about the issue? ^LI"
Worst service ever i experienced till date all though i am prime member they have not refunded my money Order # 171-4985790-4314722,"Please don't provide your order details, we consider it personal info. Our Twitter page is visible to public. ^NR 2/2"
I know it says until tmoro eve but I'm ac freaking out I haven't got my priority access code from @115830 yet 😭😭 @146898 #gbsolo,"Hey, Sam! I'm sorry you haven't gotten your access code. Can you let us know what product the access code is for? ^AJ"
Almost 2pm and my @115830 pre-order of the new @9618 STILL HAS NOT ARRIVED 😡😡😡😡😡😡,Our couriers deliver up to and sometimes past 9PM. ^EM
🖕🖕🖕of to your department yet no resolution at all!!,"We're sorry you feel this way. For us to be able to help you, we'd request you to reply to our correspondence. ^ZH"
Glad I pay for @115821 prime and my stuff doesn't get here on time lol https://t.co/0tshaUtRwc,I'm sorry for the delay! Late orders usually arrive within 1-2 business days. Let us know if you don't receive it soon! ^SB
Is it really same day delivery if its not here before I go to bed? Thanks @115821,"Hello Robbie. I'm sorry to hear about the trouble with delivery! Just to confirm, have we missed the delivery date listed for your order here: https://t.co/Y5jpI9gRhE? ^HC"
Lol thanks @115821 for shipping my Christmas present for my sister without a box https://t.co/8eub38p6hv,Sorry if we've ruined the surprise! We'll occasionally offer multiple packaging options which you can find more info about here: https://t.co/ztIsftOFXX ^BG
No i have not recived any email like what you are talking,Have you received an e-mail confirming the refund? If so it will be reflected in your account in 5-7 business days. ^KL
My kindle books on my Mac won’t show up on the kindle app on my phone 😭,That's strange. Is your phone and Mac registered to the same account? Sign out then sign back in on your phone to confirm. ^CL
"It shipped 2 days ago @115821...where the hell are you all shipping this from, the effing moon? LOL I think over a month is little extreme https://t.co/S0cUDC9Z3i","Hi, Sarah! Was this item shipped and sold by Amazon directly or another seller on our site? Please let us know! ^MW"
i can't purshase from amazon because its cheat me,We wonder what went wrong. Could you tell us more about your concern for better assistance? ^YP
A massive shout out to @115830 for draining our account for a ‘non returned item’ which was actually returned! Can’t afford groceries now!,I'm so sorry to hear of this! Was the item you were returning directly from us or one of our sellers? ^TH
The carelessness of @117093 handling results in a shocking waste of food and labor. It's easy to get a refund but I'm still disturbed by the losses.,"I'm sorry your order was damaged! We're always trying to improve. If you wouldn't mind, we'd appreciate if you could send us packaging feedback for your order at: https://t.co/8t9xg9q1G2 ^MB"
Need to get a refund of this product that I returned. ResQTech Pressure Washer. https://t.co/kIxVgIMHQk,Apologies.We do not have access to your account details over Twitter. Kindly connect with us here : https://t.co/4ZfWJh4ILr.^CA
What a amazing delivery by @115850 Order :406-1812084-5433962 Officially product delivered twice but actually not delivered yet.,"Please don't provide your order details, as we consider it to be personal information. Our Twitter page is public.​ 2/2 ^NK"
my brother bought a digital order on accident can i still return it?,We don't have access to orders on Twitter. You can call/chat us so we can go over options with you: https://t.co/hApLpMlfHN ^RM
"i stg, my dress from @115821 better come in tomorrow...",Hope you receive your order soon. Please keep us posted! ^CE
what the need of filling form given in link when no one actually cares!!all bullshit,I get your disappointment. We are following up with your concern here: https://t.co/b7E9mEt3TN. Request you to check. ^NK
"It seems that there is some delay, please update me the details , it is showing delayed it seems, Order# 402-7090913-5820366 @AmazonHelp",Please don’t provide your order details as it is personal information. Our page is visible to the public.2/2^HN
Can play Radio Mirchi on #EchoDot @121284,Here's the link to find the skill set: https://t.co/APoGXIqjMl. Please refer. ^GS
"but then i went to order a LED strip and it worked? i didn’t buy anything else, it wouldn’t even let me order what i wanted to.","I'm sorry for the issues placing your order. Was the total with taxes and shipping more than $50? In that case, you'd need to have a secondary payment method. ^AM"
.@115821 I live 2 hours away from one of your facilities yet somehow I never get my packages on time when they leave the facility at 8 a.m. Not really sure how or why this happens.,Do you have a current order that has passed the delivery date given to you at checkout? ^DD
Wow the @AmazonHelp support chat on the site is filled with some of the most bumbling buffoons ever. Chatted with 2 reps back 2 back and neither answered any of my actual questions and I’ve somehow been roped into a return I didn’t ask for??,"I'm sorry for the trouble! We'd still love to help. Without providing any Amazon account or personal information, please let us know what's going on. ^LR"
Were those of us who ordered the standard edition Xbox One X upgraded to the Project Scorpio Edition?,"If there had been any change to your order, you would have received an email from us. ^SG"
"And this is why you never count on ""2 day shipping"" kids @115821 go figure the one and only time I really make a purchase after five years😡 https://t.co/ObTjQjiFtl",I'm sorry for the delay. We'd like to look at this with you. Please call or chat with us here: https://t.co/hApLpMlfHN ^MH
"have a word with your driver, that attempt time is a load of bollocks. 2nd failed attempt on one of the items! #letdown #lies https://t.co/k4QU7VC27J",I'm sorry for the delivery trouble! Please contact us by phone or chat so that we can help investigate: https://t.co/JzP7hlA23B ^SD
need help.. wrt to my order..,Could you please tell us more about the issue for better understanding Rushabh? ^HN
V pleased with Prime (@115830) but experience ruined by @116324 as not here after 6 days! No evidence of trying. I was in when attempted,I'm sorry for the poor experience. Have you contacted the carrier regarding the delivery: https://t.co/HVRa0IhfT8? ^CO
"After ordering from Amazon for more than a year, now @115850 tells me they can't delivery pantry items to my address. Wtf",Pantry service isn't exactly determined by the city you're living in but does depend on the pin codes. Here is the list of places: https://t.co/7u1U95EDhK where this is currently available. We'll surely forward your comments to our teams internally. ^AR
"seriously has the worst customer service. 3 people couldnt help me after i tried using my reward points from an amazon credit card. My account got locked, order got cancelled and now i dont have any points. #frustrated","Terribly sorry for the frustrations with your account, Albert! Were they able to file the form to the account specialist to further assist you? ^JZ"
Hello I have ordered 2 denim jeans and one handwash But what I rcvd is just a handwash ! How it is possible,Apologies for the trouble. Kindly report this to our support team here:https://t.co/vlvfJr4nN9 &amp; we'll have this looked into. ^EM
"trying to reroute packages from #SANTAROSA, you are making it VERY difficult, your customer service isn't sympathetic at all! #help",Sorry to hear that. Are you having difficulty with an order? ^BM
"someone stole my @127390 turtles all the way down (signed edition) book, i am on the verge of tears @115821 @123967 HELP","Oh no! We'd be happy to help, but can you please tell us a bit more about what's going? Let us know! ^KN"
You should keep the basic Prime for 499 only. Charge more if people want more features like Music etc.. that you have in the US,I'll ensure to share your comments internally to work on. Thanks for sharing your insight. ^CB
sent me a pink lunchbox instead of the blue 😫😫😫,Oh no! I'm sorry for the mix-up. You're able to look into refund/replacement options with us here: https://t.co/eOny7qwMvf^KP
why your investigation team is slow?. Your CAP team doesn't provide the solution. totally waste of time.,That's quite a remark. Could you let us know what went wrong? We'll look into it. ^HD
my order which was due today was not delivered... totally disappointed and unsatisfactory...very poor service,https://t.co/5UW3dJpD9a so that we can get in touch with you. (2/2)^VM
Guess this is how @115821 ships priceless artifacts now? @217158 https://t.co/EAyNS8gxTB,I'm so sorry for how your order arrived. Please have a look into our exchange and replacement options: https://t.co/eLQwvMUykq ^DO
Your delivery driver didn’t even knock on my front door he just opened it and placed my parcel in the lobby😱 My son was terrified as he didn’t know who’s opened the front door!! @AmazonHelp,This isn't what we want for our customers and I'm so sorry. Please let us look into this further using the following link: https://t.co/JzP7hlA23B ^DO
"Very disappointed with Amazon UK! bought items with lightening deals, items returned to sender despite being home all day with no delivery attempted! Now being told I have to pay full price and reorder items despite and I quote 'The mistake is not at your end!'",Sorry to hear this. Do you know which carrier was delivering the parcel?^BZ
wow amazon prime really tried to play me. i didn’t even sign up for amazon prime and they almost charged me $10.99 https://t.co/ifUh0KW86G,"If you haven't already, you can cancel your Prime Membership by following these steps: https://t.co/MF5hZ8SDht ^AF"
"hi,can u confirm delivery status of order #403-6284503-7327503?? I have followed up through Amazon app customer care ,but no help.",Please don’t provide your order details as we consider them to be personal info. Our Twitter page is visible to public. ^JC
Damn it @115821 why do you have an option for delivery instructions if your drivers are always going to ignore them?,This isn't what we like hearing! Who was the carrier for your order? Was the package delivered? ^DD
"Amazon has no control over sellers. If a seller cheats you, you can file a claim. In my case the claim was useless. Bottomline is - if you buy anything on @115850 you are at the mercy of the seller. If you complain @AmazonHelp will send you copy paste emails. Be careful.","I agree that you have escalated your concern with our support team, my sincere apologies for the disappointment. Social Media Team will not be having access to your account until we receive your details here: https://t.co/GIJyeYqKE0, appreciate your understanding. ^MJ"
Just got my package delivered and 1 of 20 of the same items was damaged (punctured and leaking). Seriously... @AmazonHelp,We'd like to go over available options with you; Please reach out to us at your convenience here: https://t.co/hApLpMlfHN ^LJ
Cheers for the boots @AmazonHelp but they're supposed to be a DVD boxset and some books! https://t.co/7H5eDamuVI,"Hi Gareth, I'm sorry to hear about this! You can organise a return of the item from our Online Returns Centre: http:https://t.co/5RcjVPJgUP. ^PJ"
why am I not getting notifications about my package being delivered? I have the app on iOS and seemed to stop happening when I moved to the #iPhoneX,You can manage your notifications here: https://t.co/b4mlgOCFOS ^AF
"Another lie from @AmazonHelp @115830. I did NOT request ""the shipment to be delivered at a different date"", YOUR issue did. https://t.co/21x14k5ykD",I'm sorry you have not received your parcel. Please reach out directly to explore this issue here: https://t.co/JzP7hlA23B ^JF
is prime reading available for Indian prime user ?,"Currently, it's not available. Stay tuned. ^PS"
When are you guys launching the prime music app??,"I get your concern about prime music. It is currently only available to select Prime Members participating in the Amazon Echo Devices invite only program. Currently, we have not yet made any announcement on availability for all members. Kindly stay tuned. ^VM"
I have to say this @115850 #amazonprimevideo has the horrible search feature I have ever come across. And the worst part is there is no filtering by any kind!,"May I know if you are unable to find a particular title. Also, I'll surely pass on your comments to our concerned team. ^SH"
2 orders needed today. Prime order not delivered-I had to pick up @118706 &amp; Same Day Prime order also not delivered @2150 #fail,I'm sorry for the wait! What's the latest tracking/delivery date shown in Your Orders here: https://t.co/hApLpMlfHN? ^JM
"Worst Experience, I wanted to utilize Amazon pay offer using load cash. but delivery agent not able to add cash, useless offer",I apologize for the trouble. Please report it to our support team here: https://t.co/vlvfJr4nN9 for more help with this. ^RS
With regarding order no 408-3256022-8061128 A cash back had to be be credited but there are no updates regarding the same?!,"Please don't provide your order details, we consider it personal information. Our Twitter page is visible to public. ^MJ"
my package delivered to someone else.,"We never intend to do that. We've responded to your query via DM, request you to check the same. ^AR"
I didn't receive delivery &amp; it's showing delivered. This is the 2nd time I'm facing this issue after paying online @115821 @115850 fix it! https://t.co/r92OMSK9xM,"I'm sorry about that, please contact us here: https://t.co/rS49hgaADF so that we can assist you accordingly. ^SC"
"same product price difference, then why you are taking money in name of prime customer service @118702 too good in price https://t.co/O90BnLdwHy",And we keep updating our prices as per the data we receive from our sellers. I hope you understand. ^AK (2/2)
"Amazon Pantry sucks! You guys just canceled my order, promised me a replacement which never came. Now you tell me do it again! 😩",Sorry to hear this. Were you refunded for the missing order? ^PK
"pay for Prime, ordered my Christmas tree and decs, supposed to be here today, app and web says it was handed to resident, no sign of it here and live chat can't seem to find our parcel or offer reasonable advice!! what a lovely festive feeling!","Hi Jess, sorry to hear that. What were you advised when you contacted us? ^JJ"
Amazon be lying talm bout they can’t get in my gate they be lying bc it’s broke and you can just walk thru deliver my shit! @115821,"I'm sorry to hear about the trouble. Just to confirm, which carrier is delivering it: https://t.co/Y5jpI9gRhE? ^LI"
Hey @115850 who do I complain to about your delivery services? Scheduled pick up on 13 oct and it still hasn’t been picked up!,Sorry for the trouble you've had. Have you escalated this to our support team here: https://t.co/2t6DQoUmNZ for assistance?^MM
Explain to me why i keep paying for prime @115821 when they ship usps it gets delayed every...frickin...time.,Thanks for reaching out to us today. Have we missed the delivery date on one of your current orders? You can check your order status here: https://t.co/Y5jpI9gRhE ^FJ
so much for Prime delivery service ordered a prime delivery on fri for sat now they are saying tomorrow shocking service also ordered another six items on sat prime delivery sun still not here 😡😡,We'd like to help! Have you received a notice of delay or any explanation for the late deliveries? ^ZW
can you give me the list of Note 8 winners,You may refer to the link here: https://t.co/FJpTQ7f8Ch for Note 8 winners list. ^PS
would like to talk about prime membership benefits. Can you please provide a email address to contact?,I understand your concern about the prime membership. You may reach us from here: https://t.co/rS49hgaADF we'll help you further with your queries. ^SV
